income_gross,age,employed,marital_status,is_two_income_couple,number_of_children_under_7,number_of_children_7_and_over,number_of_children,commune,church_affiliation,contribution_pillar_3a,total_insurance_expenses,travel_expenses_main_income,child_care_expenses_third_party,taxable_assets,child_education_expenses,total_tax,delta_3a,delta_childcare,delta_insurance
43161.0,41,True,single,False,2,2,4,Gommiswald,none,7312.0,4608.0,2239.0,19504.0,155370.0,15994.0,0.0,0.0,0.0,0.0
65337.0,32,False,single,False,0,1,1,Rheineck,roman_catholic,8097.0,5516.0,2513.0,3092.0,226993.0,137.0,2232.46,2232.46,2232.46,0.0
105383.0,58,False,married,False,1,1,2,Quarten,roman_catholic,36672.0,1010.0,9594.0,14134.0,498371.0,7063.0,0.0,0.0,0.0,0.0
154411.0,48,False,single,False,1,1,2,Gaiserwald,roman_catholic,30674.0,5631.0,438.0,19611.0,219793.0,13076.0,5794.77,1174.1900000000005,1455.9100000000008,0.0
200285.0,51,True,married,True,2,1,3,Eichberg,protestant,1879.0,462.0,2043.0,29026.0,363114.0,15099.0,21698.17,1573.5899999999965,0.0,1638.6399999999994
73332.0,24,False,married,True,2,1,3,Neckertal,protestant,24033.0,3574.0,9194.0,11169.0,419967.0,10701.0,0.0,0.0,0.0,0.0
223404.0,42,True,single,False,1,0,1,Rapperswil-Jona,protestant,3433.0,1932.0,7304.0,17760.0,258221.0,0.0,34474.88,1212.7599999999948,2717.519999999997,274.59999999999854
35617.0,26,False,married,True,0,0,0,Steinach,christian_catholic,20991.0,1418.0,1981.0,0.0,183738.0,0.0,0.0,0.0,0.0,0.0
227060.0,54,False,married,True,2,2,4,Buchs (SG),roman_catholic,9629.0,1051.0,3162.0,16665.0,198975.0,8416.0,25359.11,7778.360000000001,2950.209999999999,1514.2999999999993
84072.0,28,True,married,False,2,2,4,Wildhaus-Alt St. Johann,none,1272.0,4840.0,2255.0,26790.0,210844.0,9778.0,0.0,0.0,0.0,0.0
152884.0,55,False,married,True,1,0,1,Bad Ragaz,protestant,21970.0,5876.0,6026.0,15246.0,27742.0,0.0,10349.38,3216.3599999999988,2608.699999999999,186.17000000000007
152891.0,29,True,single,False,2,0,2,Mels,none,1159.0,1702.0,5129.0,29441.0,311787.0,0.0,14941.61,1534.5,0.0,363.21000000000095
39161.0,37,False,single,False,0,1,1,Kirchberg (SG),roman_catholic,11772.0,1372.0,4527.0,28269.0,252866.0,11951.0,0.0,0.0,0.0,0.0
246549.0,48,False,single,False,1,1,2,Degersheim,roman_catholic,36570.0,4303.0,8417.0,5233.0,207136.0,11627.0,33212.82,0.0,7454.32,0.0
125549.0,39,False,single,False,2,2,4,Benken (SG),none,16544.0,5920.0,4163.0,22467.0,468680.0,16605.0,46.47,46.47,33.33,0.0
93903.0,57,False,single,False,2,2,4,Häggenschwil,protestant,4681.0,5968.0,226.0,16668.0,7464.0,13787.0,0.0,0.0,0.0,0.0
228186.0,49,True,married,True,2,0,2,Oberuzwil,roman_catholic,5401.0,136.0,8773.0,18432.0,371556.0,0.0,37496.34,670.8199999999997,2869.729999999996,2004.2999999999956
211603.0,31,False,married,False,2,0,2,Pfäfers,none,20399.0,2093.0,1717.0,12684.0,306074.0,0.0,28389.59,4739.130000000001,4143.16,1208.1599999999999
195097.0,54,False,married,False,0,0,0,Weesen,christian_catholic,32518.0,4600.0,9488.0,0.0,26887.0,0.0,25934.11,1128.5900000000001,7645.440000000002,504.59000000000015
119556.0,43,True,married,True,0,0,0,Mels,protestant,6377.0,3315.0,5830.0,0.0,20930.0,0.0,17106.54,239.4900000000016,7088.9000000000015,823.3700000000008
171822.0,40,False,single,False,2,2,4,Niederbüren,roman_catholic,39063.0,5580.0,1751.0,19781.0,109752.0,6623.0,5443.57,0.0,1476.4999999999995,0.0
135105.0,37,True,married,True,1,0,1,Flawil,roman_catholic,319.0,2043.0,8427.0,21398.0,310740.0,0.0,14388.39,1884.289999999999,1415.0499999999993,1177.8899999999994
38463.0,46,True,single,False,2,2,4,Gaiserwald,none,2649.0,466.0,8959.0,23251.0,241667.0,11670.0,0.0,0.0,0.0,0.0
226743.0,55,False,single,False,1,0,1,Benken (SG),protestant,26033.0,1303.0,1016.0,1882.0,177182.0,0.0,36822.36,3633.959999999999,8227.850000000002,549.5200000000041
30819.0,40,False,married,True,0,1,1,Balgach,none,12070.0,2914.0,9395.0,15039.0,62826.0,17358.0,0.0,0.0,0.0,0.0
121323.0,48,True,single,False,2,1,3,Kaltbrunn,none,1994.0,744.0,8817.0,9954.0,320516.0,14328.0,5126.58,1046.48,2969.11,480.0100000000002
214434.0,48,True,married,True,0,2,2,Ebnat-Kappel,roman_catholic,1974.0,1152.0,6034.0,128.0,8512.0,10084.0,39885.17,1993.229999999996,9736.75,1727.5400000000009
243766.0,44,False,married,True,1,1,2,Altstätten,none,13662.0,325.0,1244.0,25985.0,164788.0,453.0,31466.89,6787.110000000001,142.48999999999796,1729.0900000000001
190337.0,44,False,married,False,1,2,3,Rapperswil-Jona,none,29735.0,734.0,1654.0,20247.0,59490.0,17607.0,8640.69,1341.2600000000002,1284.8000000000002,1117.5900000000001
54104.0,63,True,single,False,0,1,1,St. Gallen,protestant,6026.0,5957.0,2573.0,20802.0,86078.0,16681.0,0.0,0.0,0.0,0.0
67450.0,34,False,single,False,0,1,1,Amden,roman_catholic,13354.0,5579.0,1550.0,2188.0,371958.0,1463.0,1867.98,1867.98,1867.98,0.0
227911.0,41,True,single,False,0,2,2,St. Margrethen,protestant,7287.0,3463.0,4487.0,7279.0,187556.0,12175.0,37945.92,0.0,6825.619999999999,0.0
38330.0,36,False,single,False,0,1,1,Berg (SG),protestant,34953.0,592.0,4346.0,3087.0,214286.0,9610.0,0.0,0.0,0.0,0.0
205838.0,41,True,single,False,0,0,0,Jonschwil,roman_catholic,1543.0,5849.0,8002.0,0.0,9286.0,0.0,46131.33,1977.050000000003,9137.599999999999,0.0
231396.0,30,False,single,False,1,2,3,Schänis,christian_catholic,29101.0,1104.0,3956.0,3230.0,352085.0,8752.0,29731.41,2379.2599999999984,7428.98,617.7900000000009
170201.0,46,False,single,False,2,0,2,Berneck,roman_catholic,12237.0,5920.0,4607.0,25854.0,326531.0,0.0,12875.31,5517.969999999999,167.34000000000015,0.0
39665.0,43,False,single,False,1,0,1,Schmerikon,protestant,32874.0,3930.0,621.0,11679.0,129060.0,0.0,0.0,0.0,0.0,0.0
38636.0,56,False,married,True,2,2,4,Rapperswil-Jona,protestant,33016.0,2559.0,5197.0,5820.0,495032.0,13015.0,0.0,0.0,0.0,0.0
102645.0,47,False,single,False,2,2,4,Uznach,roman_catholic,14738.0,4389.0,3278.0,26766.0,434928.0,2563.0,0.0,0.0,0.0,0.0
231730.0,28,False,single,False,2,1,3,Waldkirch,none,34084.0,5158.0,4116.0,11456.0,492410.0,15129.0,21903.79,641.9900000000016,4232.66,0.0
231807.0,46,True,married,True,0,1,1,Sennwald,none,2615.0,1815.0,9694.0,29584.0,89940.0,7567.0,28973.33,1367.3600000000006,0.0,1065.0800000000017
238579.0,30,True,single,False,0,2,2,Rapperswil-Jona,roman_catholic,4438.0,3019.0,6084.0,22196.0,166050.0,12672.0,32106.59,891.4599999999991,1306.8100000000013,70.92000000000189
128638.0,45,True,single,False,2,2,4,St. Margrethen,protestant,2255.0,5948.0,6445.0,7242.0,158594.0,5245.0,6917.54,1118.67,4061.7799999999997,0.0
213393.0,25,True,married,False,1,2,3,Sennwald,roman_catholic,1310.0,73.0,3595.0,18966.0,18828.0,19973.0,23511.75,1645.7999999999993,2046.2000000000007,1571.75
158909.0,34,True,single,False,2,0,2,Kirchberg (SG),roman_catholic,3403.0,5837.0,3469.0,8555.0,319103.0,0.0,22024.64,1129.9799999999996,5104.610000000001,0.0
182624.0,36,False,single,False,1,0,1,Balgach,protestant,36717.0,4583.0,3281.0,14843.0,43242.0,0.0,13842.8,0.0,2533.92,0.0
204776.0,49,True,married,False,0,1,1,Bütschwil-Ganterschwil,roman_catholic,7375.0,3613.0,2530.0,27636.0,384843.0,8755.0,27853.25,0.0,0.0,749.9099999999999
62231.0,36,True,married,False,2,0,2,Flums,roman_catholic,3237.0,2146.0,2800.0,23268.0,165864.0,0.0,0.0,0.0,0.0,0.0
182913.0,52,True,single,False,2,0,2,Gams,roman_catholic,5576.0,254.0,6143.0,26062.0,354352.0,0.0,21744.1,486.7099999999991,146.3299999999981,814.3299999999981
158134.0,58,False,single,False,0,2,2,Sennwald,none,5095.0,3997.0,7633.0,6113.0,238240.0,18264.0,10050.26,5908.27,4037.6400000000003,0.0
121258.0,54,True,married,True,1,2,3,Wartau,none,5022.0,3573.0,3277.0,12500.0,325812.0,7274.0,5588.6,491.9200000000001,2839.01,647.9400000000005
93202.0,57,False,married,False,0,2,2,Bütschwil-Ganterschwil,none,19255.0,5306.0,4272.0,28554.0,118557.0,8557.0,0.0,0.0,0.0,0.0
115561.0,55,False,married,False,0,1,1,Bütschwil-Ganterschwil,none,32928.0,181.0,5917.0,17920.0,34112.0,13004.0,590.13,383.37,590.13,590.13
144620.0,51,False,single,False,2,2,4,Diepoldsau,none,8655.0,1210.0,2191.0,24233.0,348353.0,18045.0,2415.69,2415.69,312.5799999999999,261.46000000000004
202350.0,62,False,single,False,0,0,0,Steinach,roman_catholic,7925.0,1144.0,4029.0,0.0,227765.0,0.0,39983.63,9575.779999999999,8960.989999999998,600.1999999999971
93578.0,61,False,married,False,1,2,3,Wittenbach,protestant,4766.0,2602.0,6170.0,12349.0,154547.0,6243.0,523.89,523.89,523.89,458.87
95970.0,36,False,married,False,0,1,1,Sargans,roman_catholic,24990.0,2305.0,7360.0,4396.0,60556.0,11055.0,1757.53,1648.15,1757.53,701.6800000000001
116347.0,53,True,single,False,0,0,0,St. Gallen,none,1812.0,5387.0,2676.0,0.0,54809.0,0.0,18172.77,1576.9399999999987,7414.040000000001,0.0
200434.0,51,False,married,False,2,2,4,Gommiswald,roman_catholic,18741.0,763.0,9599.0,13681.0,73876.0,885.0,16411.73,4541.129999999999,3357.5599999999995,1435.3899999999994
107749.0,64,False,married,False,2,2,4,Andwil (SG),none,243.0,795.0,6459.0,27712.0,475324.0,5927.0,0.0,0.0,0.0,0.0
209825.0,49,True,single,False,1,0,1,Jonschwil,protestant,6488.0,3948.0,3168.0,12807.0,183722.0,0.0,37304.77,282.5,4837.479999999996,0.0
190968.0,33,False,married,True,1,0,1,Au (SG),roman_catholic,37757.0,443.0,1291.0,11295.0,405938.0,0.0,19587.81,0.0,3879.0600000000013,1476.300000000003
65172.0,57,False,married,False,2,1,3,Gams,none,16119.0,2112.0,7356.0,16121.0,331917.0,8912.0,0.0,0.0,0.0,0.0
44080.0,22,False,married,True,2,2,4,Ebnat-Kappel,none,24637.0,3182.0,1766.0,5347.0,9331.0,12918.0,0.0,0.0,0.0,0.0
125291.0,30,False,single,False,1,2,3,Rheineck,roman_catholic,4427.0,4509.0,7399.0,8844.0,27601.0,6394.0,6754.19,5967.28,3776.2999999999997,0.0
208149.0,28,True,single,False,0,2,2,Niederbüren,roman_catholic,2973.0,3795.0,6453.0,1887.0,302137.0,18889.0,33949.54,1543.8899999999994,8610.670000000002,0.0
203004.0,30,True,married,False,0,2,2,Eichberg,protestant,4204.0,3438.0,6588.0,29965.0,379620.0,518.0,25391.1,918.1299999999974,0.0,769.9499999999971
49486.0,22,False,single,False,2,1,3,Andwil (SG),none,35353.0,4646.0,8805.0,24591.0,71589.0,12523.0,0.0,0.0,0.0,0.0
120663.0,49,True,married,False,2,1,3,Walenstadt,roman_catholic,1897.0,2762.0,8604.0,10641.0,125254.0,18310.0,4512.11,1141.6099999999997,2828.75,800.1899999999996
242151.0,35,False,single,False,0,1,1,Gaiserwald,roman_catholic,25410.0,3040.0,6119.0,3381.0,233276.0,12520.0,35908.51,3755.7400000000016,7899.920000000002,77.5
105007.0,59,True,single,False,0,0,0,Mörschwil,none,3200.0,953.0,5914.0,0.0,227203.0,0.0,10796.29,905.5700000000015,5174.000000000001,449.8700000000008
52251.0,50,True,single,False,1,2,3,Grabs,roman_catholic,1634.0,5886.0,6207.0,5281.0,241375.0,3854.0,0.0,0.0,0.0,0.0
127402.0,28,True,married,True,1,0,1,Flums,protestant,3611.0,4041.0,524.0,8451.0,426312.0,0.0,16700.81,998.1100000000006,4888.77,644.7300000000014
231354.0,62,False,single,False,0,0,0,Wil (SG),none,29192.0,2058.0,4756.0,0.0,420715.0,0.0,37340.88,2248.019999999997,8325.119999999999,277.52999999999884
209160.0,44,True,single,False,1,2,3,Kirchberg (SG),roman_catholic,6017.0,1313.0,6066.0,14389.0,184695.0,14863.0,26822.97,402.8899999999994,3845.6100000000006,532.25
30231.0,25,True,married,True,0,1,1,Mels,protestant,4799.0,3467.0,2900.0,1635.0,485788.0,14187.0,0.0,0.0,0.0,0.0
166767.0,54,True,single,False,1,2,3,Goldach,roman_catholic,2645.0,2101.0,6174.0,5282.0,114570.0,13241.0,16220.2,1218.9400000000005,5439.480000000001,265.3100000000013
92618.0,59,True,single,False,1,0,1,Häggenschwil,roman_catholic,5362.0,1554.0,9294.0,7779.0,181923.0,0.0,6281.57,407.46999999999935,3709.3099999999995,365.2599999999993
168339.0,26,False,single,False,2,2,4,St. Gallen,none,9884.0,5216.0,1561.0,22087.0,97050.0,11373.0,9614.3,5964.529999999999,1092.8400000000001,0.0
223432.0,24,False,married,False,2,1,3,Häggenschwil,roman_catholic,34509.0,26.0,1281.0,3220.0,491115.0,11937.0,26584.2,550.3500000000022,6965.23,1847.6000000000022
178882.0,31,True,married,True,1,2,3,Oberbüren,roman_catholic,3076.0,5717.0,7169.0,22169.0,358356.0,8966.0,15680.12,1101.7000000000007,1148.6400000000012,231.15000000000146
239129.0,30,True,single,False,0,1,1,Neckertal,christian_catholic,3291.0,2560.0,6115.0,23733.0,138265.0,11692.0,42322.56,1444.229999999996,963.1699999999983,196.61000000000058
156439.0,22,True,married,False,1,2,3,Wattwil,protestant,1441.0,3446.0,5016.0,14249.0,491013.0,10633.0,15680.5,1673.6299999999992,3502.0499999999993,821.1499999999996
120422.0,24,False,married,False,2,1,3,Oberriet (SG),protestant,2667.0,345.0,4757.0,17938.0,275433.0,8583.0,5678.78,5476.5,1731.1099999999997,1244.4899999999998
94685.0,52,True,single,False,1,2,3,Steinach,none,2295.0,2626.0,6271.0,26145.0,113420.0,3007.0,167.48,167.48,50.39999999999999,70.27999999999999
126899.0,25,True,married,True,2,0,2,Rheineck,roman_catholic,3543.0,3271.0,6416.0,4920.0,307281.0,0.0,13429.53,978.6599999999999,5443.500000000001,806.1000000000004
233839.0,22,True,married,False,2,1,3,St. Margrethen,roman_catholic,5136.0,1821.0,2382.0,12638.0,362607.0,3595.0,40119.26,750.5900000000038,4857.010000000002,1358.1700000000055
244102.0,40,False,single,False,2,0,2,Marbach (SG),roman_catholic,26747.0,647.0,7114.0,14708.0,24054.0,0.0,32762.23,3160.4500000000007,3842.369999999999,747.6800000000003
69863.0,46,False,single,False,0,2,2,Rheineck,protestant,31358.0,1605.0,6227.0,24644.0,113774.0,15394.0,0.0,0.0,0.0,0.0
157689.0,57,False,married,False,0,0,0,Wittenbach,protestant,35335.0,4401.0,5907.0,0.0,94517.0,0.0,16263.48,259.9399999999987,7083.9,558.3899999999994
109284.0,37,False,married,False,2,2,4,Thal,roman_catholic,31978.0,4697.0,7467.0,22256.0,209265.0,10468.0,0.0,0.0,0.0,0.0
33387.0,34,True,single,False,0,0,0,Eichberg,none,7586.0,1542.0,5988.0,0.0,445944.0,0.0,340.2,0.0,340.2,157.31
107446.0,50,True,married,True,1,1,2,Waldkirch,protestant,5041.0,3294.0,2287.0,15476.0,311783.0,18075.0,3264.99,361.3699999999999,1820.5099999999998,540.4799999999996
157703.0,29,True,married,False,2,1,3,Kaltbrunn,none,4191.0,2238.0,8632.0,5199.0,373598.0,11680.0,14204.03,748.710000000001,5091.92,958.6700000000001
217892.0,40,True,single,False,2,0,2,Rorschach,none,1562.0,627.0,8920.0,7558.0,272820.0,0.0,38886.56,1993.3699999999953,6581.929999999997,762.439999999995
48760.0,26,False,married,True,2,0,2,St. Gallen,roman_catholic,7000.0,743.0,5845.0,27020.0,333488.0,0.0,0.0,0.0,0.0,0.0
217899.0,47,False,single,False,2,0,2,Berg (SG),roman_catholic,38377.0,4551.0,6651.0,16089.0,44669.0,0.0,22508.31,0.0,3061.420000000002,0.0
121200.0,56,True,single,False,2,2,4,Bad Ragaz,christian_catholic,4343.0,4633.0,8894.0,16514.0,160193.0,19660.0,832.83,375.28000000000003,729.48,0.0
241998.0,51,True,single,False,1,0,1,Niederbüren,none,6609.0,777.0,983.0,29234.0,50164.0,0.0,40659.89,219.1999999999971,0.0,677.9000000000015
191740.0,54,False,single,False,0,0,0,Rüthi (SG),none,35552.0,4647.0,8815.0,0.0,384936.0,0.0,23366.73,212.8199999999997,7403.0,0.0
173112.0,64,False,single,False,2,0,2,Gommiswald,roman_catholic,23745.0,5318.0,1362.0,20424.0,383169.0,0.0,13313.48,3115.51,1554.5900000000001,0.0
227047.0,54,False,single,False,2,2,4,Rapperswil-Jona,none,2595.0,5484.0,1681.0,11422.0,119050.0,14391.0,22335.18,8353.65,3915.130000000001,0.0
36596.0,49,True,married,False,2,1,3,Sargans,roman_catholic,23.0,1098.0,9346.0,28619.0,205052.0,19373.0,0.0,0.0,0.0,0.0
40880.0,63,False,single,False,2,1,3,Goldach,none,30386.0,1171.0,859.0,9747.0,304744.0,4499.0,0.0,0.0,0.0,0.0
61431.0,54,False,single,False,0,0,0,Au (SG),roman_catholic,9877.0,5465.0,3439.0,0.0,372322.0,0.0,3157.67,3157.67,3157.67,0.0
105530.0,62,True,single,False,2,1,3,Widnau,christian_catholic,2867.0,3862.0,3515.0,24986.0,373136.0,16305.0,240.59,219.43,148.69,0.0
206289.0,28,True,married,False,2,1,3,Grabs,roman_catholic,1787.0,4144.0,7078.0,20033.0,274490.0,7254.0,24748.32,1584.5099999999984,1858.9000000000015,556.75
189264.0,59,False,single,False,2,2,4,Zuzwil (SG),protestant,5214.0,5196.0,5188.0,7307.0,45162.0,14751.0,14776.15,7284.49,4641.6900000000005,0.0
208605.0,59,True,married,True,2,2,4,Muolen,none,930.0,4144.0,3388.0,3973.0,85181.0,2283.0,27185.44,1868.329999999998,6422.209999999999,551.7599999999984
227503.0,55,False,married,True,1,1,2,Wattwil,none,22843.0,2376.0,8908.0,12417.0,399975.0,12104.0,25118.4,3972.040000000001,4152.02,1079.0300000000025
180690.0,54,True,married,True,1,1,2,Sennwald,none,6177.0,4982.0,3673.0,1876.0,168785.0,15099.0,17984.99,253.5,5548.560000000001,299.0600000000013
209458.0,44,True,single,False,1,2,3,Niederbüren,protestant,5732.0,3623.0,7937.0,7461.0,150124.0,8376.0,30017.86,536.0200000000004,6216.110000000001,0.0
74419.0,36,False,single,False,1,1,2,Schmerikon,none,19177.0,4325.0,1148.0,5219.0,226782.0,7324.0,0.0,0.0,0.0,0.0
139146.0,28,False,married,True,0,1,1,Niederhelfenschwil,none,15611.0,4025.0,8837.0,8951.0,411486.0,6657.0,9646.7,4286.030000000001,3699.460000000001,533.5700000000015
103566.0,50,True,married,False,0,2,2,Waldkirch,protestant,7076.0,2840.0,755.0,5953.0,136301.0,7539.0,5999.14,40.77000000000044,4034.3500000000004,825.04
236591.0,36,True,single,False,1,1,2,Degersheim,none,3698.0,4224.0,9413.0,26268.0,109736.0,14144.0,35395.25,1286.010000000002,99.90000000000146,0.0
52023.0,63,True,married,True,2,2,4,Berg (SG),roman_catholic,189.0,2558.0,433.0,18691.0,410389.0,16834.0,0.0,0.0,0.0,0.0
157909.0,50,True,single,False,1,2,3,Flums,christian_catholic,4561.0,184.0,2873.0,19380.0,347048.0,14688.0,12119.53,738.1200000000008,1967.3400000000001,816.1599999999999
248101.0,50,True,single,False,1,2,3,Mörschwil,roman_catholic,5724.0,1292.0,1951.0,18209.0,318554.0,11158.0,32751.69,474.84000000000015,2511.3099999999977,444.5099999999984
93671.0,46,False,single,False,0,0,0,Diepoldsau,protestant,21832.0,3644.0,4397.0,0.0,88201.0,0.0,5788.45,2745.2999999999997,4454.17,0.0
34595.0,52,True,single,False,0,0,0,Eschenbach (SG),none,1787.0,4273.0,9598.0,0.0,178678.0,0.0,770.73,635.69,770.73,0.0
138349.0,38,False,single,False,0,1,1,Degersheim,none,38432.0,509.0,1176.0,28994.0,424109.0,11770.0,3296.91,0.0,0.0,448.8199999999997
100737.0,44,True,married,True,0,2,2,Steinach,roman_catholic,1137.0,5044.0,4475.0,15875.0,480309.0,1222.0,4291.05,1223.9100000000003,1964.73,349.8000000000002
75306.0,57,True,single,False,2,0,2,Steinach,protestant,6382.0,1606.0,8813.0,16763.0,317714.0,0.0,376.31,89.0,376.31,182.27
60034.0,48,True,single,False,2,0,2,Schänis,roman_catholic,7689.0,3319.0,5290.0,16565.0,136284.0,0.0,0.0,0.0,0.0,0.0
167739.0,33,True,married,True,2,2,4,Steinach,none,1939.0,1757.0,5330.0,13972.0,351062.0,186.0,15397.07,1376.7700000000004,3184.99,1150.33
60576.0,54,True,single,False,0,1,1,Mörschwil,none,1354.0,4377.0,8172.0,19314.0,438726.0,4996.0,0.0,0.0,0.0,0.0
40106.0,26,True,married,False,2,0,2,Quarten,roman_catholic,1994.0,1369.0,5526.0,620.0,119905.0,0.0,0.0,0.0,0.0,0.0
154909.0,38,True,married,True,2,0,2,Sargans,protestant,6391.0,886.0,3751.0,24483.0,446082.0,0.0,16003.96,238.86999999999898,574.8199999999997,1505.4199999999983
38200.0,42,False,single,False,0,1,1,Rüthi (SG),protestant,30852.0,3912.0,9084.0,10410.0,119483.0,9114.0,0.0,0.0,0.0,0.0
141511.0,41,True,single,False,1,1,2,Eichberg,protestant,5128.0,509.0,752.0,12648.0,334027.0,6270.0,14791.25,549.6200000000008,3589.9799999999996,681.9899999999998
97949.0,58,False,single,False,0,2,2,Nesslau,roman_catholic,38776.0,4166.0,2236.0,7219.0,37477.0,15455.0,0.0,0.0,0.0,0.0
60228.0,34,False,married,True,2,0,2,Kirchberg (SG),roman_catholic,29502.0,3212.0,4756.0,29862.0,89423.0,0.0,0.0,0.0,0.0,0.0
243178.0,51,False,married,True,1,1,2,Uznach,none,6410.0,5439.0,5008.0,4049.0,269615.0,5037.0,37651.3,9822.060000000001,7405.4000000000015,275.06000000000495
212026.0,48,False,married,True,2,1,3,Oberuzwil,protestant,1708.0,3208.0,9500.0,28606.0,241631.0,12922.0,21627.15,9772.390000000001,0.0,868.4300000000003
53810.0,42,True,married,True,1,2,3,Wittenbach,protestant,4575.0,4588.0,5806.0,28089.0,407965.0,1264.0,0.0,0.0,0.0,0.0
219472.0,37,True,married,False,0,0,0,Quarten,roman_catholic,4553.0,3059.0,609.0,0.0,72066.0,0.0,47318.61,941.5500000000029,9176.730000000003,899.1600000000035
139706.0,48,True,married,True,1,2,3,Berg (SG),none,6857.0,5823.0,7032.0,27607.0,5068.0,3411.0,5114.77,81.17000000000007,0.0,178.21000000000004
167742.0,45,False,married,False,2,0,2,Mosnang,none,32931.0,4221.0,9487.0,13918.0,489488.0,0.0,9996.36,823.4099999999999,2925.5200000000004,555.210000000001
143687.0,60,True,single,False,1,2,3,Buchs (SG),none,6709.0,4733.0,1516.0,21793.0,58395.0,11360.0,6769.62,114.42000000000007,995.6199999999999,0.0
233237.0,30,False,single,False,1,0,1,Muolen,roman_catholic,11041.0,123.0,9150.0,29822.0,183811.0,0.0,35695.91,8449.840000000004,0.0,972.7000000000044
222864.0,41,True,single,False,0,2,2,Eschenbach (SG),protestant,3231.0,2719.0,7978.0,167.0,375344.0,15585.0,39202.45,1454.719999999994,9467.789999999997,157.47999999999593
210652.0,64,True,married,False,1,2,3,Lichtensteig,roman_catholic,2538.0,1596.0,4350.0,15063.0,358248.0,8636.0,29399.68,1558.25,3717.119999999999,1451.4300000000003
63073.0,45,False,married,True,0,0,0,Andwil (SG),roman_catholic,37453.0,805.0,6593.0,0.0,285241.0,0.0,0.0,0.0,0.0,0.0
82109.0,56,False,married,True,1,2,3,Lütisburg,roman_catholic,36974.0,2408.0,8293.0,9972.0,477499.0,17400.0,0.0,0.0,0.0,0.0
97768.0,42,True,single,False,0,0,0,Quarten,none,1091.0,450.0,503.0,0.0,211926.0,0.0,13526.56,1566.0499999999993,6132.499999999999,650.8999999999996
32826.0,23,False,single,False,2,0,2,Niederhelfenschwil,christian_catholic,26154.0,2146.0,8888.0,2060.0,53658.0,0.0,0.0,0.0,0.0,0.0
218354.0,24,False,single,False,0,0,0,Oberuzwil,roman_catholic,37695.0,574.0,6870.0,0.0,400188.0,0.0,37083.02,0.0,8770.749999999996,788.3399999999965
144572.0,43,False,single,False,2,1,3,Andwil (SG),roman_catholic,29169.0,306.0,1164.0,1527.0,308131.0,2652.0,9365.36,1657.0800000000008,5380.540000000001,719.4300000000003
163533.0,29,True,married,False,1,0,1,Bad Ragaz,christian_catholic,4300.0,2294.0,1396.0,16070.0,276430.0,0.0,21676.39,791.9700000000012,2765.7700000000004,1020.4300000000003
194186.0,30,True,married,False,2,2,4,Mels,none,1894.0,5878.0,24.0,3877.0,21587.0,7354.0,25081.41,1588.8100000000013,6475.579999999998,199.3299999999981
236136.0,47,True,single,False,1,1,2,Mörschwil,none,2089.0,3350.0,4115.0,2214.0,381335.0,9451.0,35452.53,1522.2699999999968,7094.129999999997,8.229999999995925
115075.0,50,False,married,True,1,0,1,Flawil,protestant,2237.0,794.0,6868.0,5298.0,170852.0,0.0,12274.15,8063.78,5316.759999999999,1507.2299999999996
247294.0,24,False,single,False,1,0,1,Wildhaus-Alt St. Johann,protestant,216.0,229.0,1166.0,3091.0,143748.0,0.0,56554.88,13200.189999999995,8522.479999999996,952.3999999999942
103273.0,49,False,married,False,0,0,0,Grabs,roman_catholic,10930.0,5741.0,6537.0,0.0,95259.0,0.0,8778.19,5055.51,5299.34,217.27000000000044
220999.0,29,False,single,False,2,0,2,St. Gallen,roman_catholic,6268.0,2786.0,6401.0,7967.0,306041.0,0.0,39492.53,10728.899999999998,6847.3499999999985,155.26000000000204
181502.0,49,False,married,True,0,2,2,Wattwil,none,30660.0,4828.0,2891.0,21628.0,99712.0,7169.0,10516.92,1388.1299999999992,1224.75,424.5400000000009
235596.0,34,True,single,False,0,0,0,Oberriet (SG),roman_catholic,3610.0,1608.0,39.0,0.0,151244.0,0.0,54287.12,1253.0900000000038,9052.650000000001,404.3500000000058
234929.0,28,True,single,False,1,2,3,Häggenschwil,protestant,2231.0,5349.0,8489.0,19571.0,319519.0,12049.0,33985.79,1778.1500000000015,2404.670000000002,0.0
191764.0,41,True,single,False,0,2,2,Rorschacherberg,protestant,7847.0,3372.0,3922.0,23545.0,214056.0,15672.0,19608.3,0.0,839.1499999999978,6.079999999998108
123619.0,31,True,married,True,1,1,2,Wildhaus-Alt St. Johann,protestant,2972.0,135.0,367.0,29209.0,263908.0,7752.0,8145.8,987.9300000000003,0.0,1445.2799999999997
208503.0,48,True,married,False,0,2,2,Amden,roman_catholic,5755.0,4246.0,6228.0,23446.0,305474.0,956.0,25850.27,449.4300000000003,901.010000000002,559.380000000001
214753.0,31,False,married,False,1,1,2,St. Margrethen,protestant,1765.0,2839.0,7882.0,18171.0,74357.0,19577.0,27704.52,10400.89,2647.0600000000013,987.1500000000015
131188.0,63,True,single,False,1,1,2,Nesslau,protestant,3937.0,1116.0,2885.0,4414.0,421800.0,13547.0,11892.27,887.5,5431.88,546.3700000000008
115257.0,39,False,single,False,2,0,2,Bütschwil-Ganterschwil,roman_catholic,33842.0,2938.0,7499.0,10352.0,190994.0,0.0,2118.09,388.43000000000006,2118.09,68.75
